Timestamp,Raw_EMG,Independent_Component,Label
0.0,520,0.07246199290548878,YES
0.005067567567567568,600,0.6502650992256216,YES
0.010135135135135136,644,0.9680568077016944,YES
0.015202702702702704,633,0.8886088805826764,YES
0.02027027027027027,607,0.7008228710286332,YES
0.02533783783783784,567,0.4119213178685668,YES
0.030405405405405407,551,0.29636069660454023,YES
0.03547297297297297,524,0.10135214822149542,YES
0.04054054054054054,570,0.43358893435557183,YES
0.045608108108108114,602,0.6647101768836249,YES
0.05067567567567568,606,0.6936003321996315,YES
0.05574324324324324,546,0.26024800245953195,YES
0.060810810810810814,470,-0.2886649485445942,YES
0.06587837837837839,521,0.07968453173449044,YES
0.07094594594594594,576,0.47692416732958176,YES
0.07601351351351351,596,0.6213749439096149,YES
0.08108108108108109,595,0.6141524050806132,YES
0.08614864864864866,612,0.7369355651736414,YES
0.09121621621621623,583,0.5274819391325933,YES
0.09628378378378379,593,0.5997073274226099,YES
0.10135135135135136,596,0.6213749439096149,YES
0.10641891891891893,657,1.0619498124787161,YES
0.11148648648648649,627,0.8452736476086664,YES
0.11655405405405406,646,0.982501885359698,YES
0.12162162162162163,552,0.30358323543354193,YES
0.1266891891891892,657,1.0619498124787161,YES
0.13175675675675677,722,1.531414836363824,YES
0.13682432432432434,739,1.654197996456852,YES
0.14189189189189189,542,0.23135784714352528,YES
0.14695945945945946,533,0.16635499768251036,YES
0.15202702702702703,708,1.4302992927578007,YES
0.1570945945945946,658,1.0691723513077176,YES
0.16216216216216217,538,0.20246769182751867,YES
0.16722972972972974,603,0.6719327157126265,YES
0.1722972972972973,639,0.9319441135566862,YES
0.17736486486486489,641,0.9463891912146897,YES
0.18243243243243246,580,0.5058143226455883,YES
0.1875,428,-0.5920115793626639,YES
0.19256756756756757,372,-0.9964737537867567,YES
0.19763513513513514,355,-1.1192569138797852,YES
0.20270270270270271,352,-1.14092453036679,YES
0.20777027027027029,391,-0.8592455160357253,YES
0.21283783783783786,411,-0.714794739455692,YES
0.21790540540540543,288,-1.6031670154228963,YES
0.22297297297297297,198,-2.2531955100330454,YES
0.22804054054054054,230,-2.0220742675049923,YES
0.23310810810810811,309,-1.4514937000138615,YES
0.23817567567567569,280,-1.6609473260549095,YES
0.24324324324324326,332,-1.2853753069468232,YES
0.24831081081081083,369,-1.0181413702737618,YES
0.2533783783783784,418,-0.6642369676526805,YES
0.25844594594594594,349,-1.1625921468537952,YES
0.26351351351351354,421,-0.6425693511656755,YES
0.2685810810810811,449,-0.440338263953629,YES
0.2736486486486487,454,-0.4042255698086207,YES
0.27871621621621623,451,-0.42589318629562567,YES
0.28378378378378377,384,-0.9098032878387369,YES
0.28885135135135137,452,-0.418670647466624,YES
0.2939189189189189,428,-0.5920115793626639,YES
0.2989864864864865,468,-0.30311002620259747,YES
0.30405405405405406,531,0.15190992002450704,YES
0.30912162162162166,543,0.23858038597252698,YES
0.3141891891891892,487,-0.16588178845156598,YES
0.3192567567567568,504,-0.043098628358537755,YES
0.32432432432432434,535,0.18080007534051368,YES
0.3293918918918919,466,-0.31755510386060076,YES
0.3344594594594595,487,-0.16588178845156598,YES
0.33952702702702703,496,-0.10087893899055105,YES
0.3445945945945946,442,-0.4908960357566406,YES
0.34966216216216217,550,0.2891381577755386,YES
0.35472972972972977,543,0.23858038597252698,YES
0.3597972972972973,494,-0.11532401664855436,YES
0.3648648648648649,548,0.2746930801175353,YES
0.36993243243243246,479,-0.22366209908357923,YES
0.375,474,-0.25977479322858754,YES
0.3800675675675676,520,0.07246199290548878,YES
0.38513513513513514,491,-0.13699163313555934,YES
0.39020270270270274,558,0.34691846840755186,YES
0.3952702702702703,549,0.28191561894653694,YES
0.4003378378378379,595,0.6141524050806132,YES
0.40540540540540543,522,0.0869070705634921,YES
0.41047297297297297,427,-0.5992341181916655,YES
